,modelo,ano_modelo,marca,modelo_raw
22695,CITY SEDAN DX 1.5 FLEX 16V MEC.,2020.0,HONDA,CITY SEDAN DX 1.5 FLEX 16V MEC.
22755,CRETA ULTIMATE 2.0 16V FLEX AUT.,2022.0,HYUNDAI,CRETA ULTIMATE 2.0 16V FLEX AUT.
22786,416 UNITR PAS,2022.0,M.BENZ,I/M.BENZ 416 UNITR PAS
22789,XC90 D5 INSCRIPT,2017.0,VOLVO,I/VOLVO XC90 D5 INSCRIPT
22825,AMAROK CS2.0 16V/S2.0 16V TDI 4X4 DIESEL,2019.0,VW - VOLKSWAGEN,AMAROK CS2.0 16V/S2.0 16V TDI 4X4 DIESEL
22886,516SPRINTER A3,2021.0,M.BENZ,I/M.BENZ 516SPRINTER A3
22906,C4 LOUNGE ORIG.BUSINESS 1.6 TB FLEX AUT.,2018.0,CITROËN,C4 LOUNGE ORIG.BUSINESS 1.6 TB FLEX AUT.
22999,C180FF,2017.0,M.BENZ,M.BENZ/C180FF
23024,2008 ALLURE 1.6 FLEX 16V 5P MEC.,2019.0,PEUGEOT,2008 ALLURE 1.6 FLEX 16V 5P MEC.
23039,B200FF,2018.0,M.BENZ,I/M.BENZ B200FF
23076,COMPASS LONG TF,2022.0,JEEP,COMPASS LONG TF
23112,DUSTER EXPRESSION 1.6 HI-FLEX 16V MEC.,2018.0,RENAULT,DUSTER EXPRESSION 1.6 HI-FLEX 16V MEC.
23136,YARIS HA XLS15,2023.0,TOYOTA,TOYOTA/YARIS HA XLS15
23176,MOBI DRIVE GSR 1.0 FLEX 6V 5P,2019.0,FIAT,MOBI DRIVE GSR 1.0 FLEX 6V 5P
23179,OROCH DYN 16 SCE,2019.0,RENAULT,RENAULT/OROCH DYN 16 SCE
23235,JETTA R-LINE 250 TSI 1.4 FLEX 16V AUT.,2018.0,VW - VOLKSWAGEN,JETTA R-LINE 250 TSI 1.4 FLEX 16V AUT.
23309,Q5 2.0T BLINDADO,2019.0,AUDI,I/AUDI Q5 2.0T BLINDADO
23403,FIESTA 16SEL AT,2018.0,FORD,FORD/FIESTA 16SEL AT
23507,A4 AV 2.0TFSI,2017.0,AUDI,I/AUDI A4 AV 2.0TFSI
23525,XC40 T5H INSCRIP,2022.0,VOLVO,I/VOLVO XC40 T5H INSCRIP
23546,HILUX SW4 4X4 2.4 8V,2017.0,TOYOTA,HILUX SW4 4X4 2.4 8V
23563,ARGO DRIVE GSR 1.3 8V FLEX,2020.0,FIAT,ARGO DRIVE GSR 1.3 8V FLEX
23566,GLA250,2018.0,M.BENZ,M.BENZ/GLA250
23691,C200,2020.0,M.BENZ,M.BENZ/C200
23694,MOBI WAY 1.0 FIRE FLEX 5P.,2017.0,FIAT,MOBI WAY 1.0 FIRE FLEX 5P.
23714,MOBI DRIVE GSR 1.0 FLEX 6V 5P,2020.0,FIAT,MOBI DRIVE GSR 1.0 FLEX 6V 5P
23793,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,2019.0,CHERY,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.
23824,SANDERO ZEN FLEX 1.6 16V 5P MEC.,2022.0,RENAULT,SANDERO ZEN FLEX 1.6 16V 5P MEC.
23899,HB20 PREMIUM 1.6 FLEX 16V AUT.,2019.0,HYUNDAI,HB20 PREMIUM 1.6 FLEX 16V AUT.
23931,TORO FREEDOM MT D,2018.0,FIAT,FIAT/TORO FREEDOM MT D
23935,GRAND SIENA ATTRACTIVE 1.0 FLEX 8V 4P,2021.0,FIAT,GRAND SIENA ATTRACTIVE 1.0 FLEX 8V 4P
23977,R 1200 GS,2019.0,BMW,BMW R 1200 GS
24021,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.,2020.0,JEEP,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.
24043,RENEGADE SPORT AT D,2017.0,JEEP,JEEP/RENEGADE SPORT AT D
24088,FIESTA 10SEL GTDI A,2018.0,FORD,FORD/FIESTA 10SEL GTDI A
24104,CRONOS PRECISION 1.8 16V FLEX AUT.,2020.0,FIAT,CRONOS PRECISION 1.8 16V FLEX AUT.
24297,CAPTUR ZEN 1.6 16V FLEX 5P MEC.,2018.0,RENAULT,CAPTUR ZEN 1.6 16V FLEX 5P MEC.
24309,HB20S PLATINUM 1.0 TB FLEX 12V MEC.,2022.0,HYUNDAI,HB20S PLATINUM 1.0 TB FLEX 12V MEC.
24412,MOBI DRIVE DL,2018.0,FIAT,FIAT/MOBI DRIVE DL
24462,VERSA 16UNIQUECVT,2017.0,NISSAN,NISSAN/VERSA 16UNIQUECVT
24467,DUCATO ENGESIGEXE,2018.0,FIAT,I/FIAT DUCATO ENGESIGEXE
24531,DUSTER OROCH DYNA. 2.0 FLEX 16V AUT.,2017.0,RENAULT,DUSTER OROCH DYNA. 2.0 FLEX 16V AUT.
24674,ETIOS HB X STD MT,2019.0,TOYOTA,TOYOTA/ETIOS HB X STD MT
24734,HR-V EX 1.5 SENSING 16V 5P AUT.,2017.0,HONDA,HR-V EX 1.5 SENSING 16V 5P AUT.
24747,R 1250 GS SPORT,2019.0,BMW,BMW R 1250 GS SPORT
24830,XC60 2.0 T5 MOM,2020.0,VOLVO,I/VOLVO XC60 2.0 T5 MOM
24936,AUDA3 LM 150CV,2021.0,AUDI,AUDI/A3 LM 150CV
24989,RANGER XLSCD4 22C,2020.0,FORD,I/FORD RANGER XLSCD4 22C
25031,KA FSL 1.0 HA C,2021.0,FORD,FORD/KA FSL 1.0 HA C
25085,GOL 1.0 PLUS 16V 2P,2022.0,VW - VOLKSWAGEN,GOL 1.0 PLUS 16V 2P
25141,2008 GRIFFE 1.6 FLEX 16V 5P AUT.,2020.0,PEUGEOT,2008 GRIFFE 1.6 FLEX 16V 5P AUT.
25311,FIESTA SD 16TITAT,2017.0,FORD,I/FORD FIESTA SD 16TITAT
25329,HILUX CD SR 4X4 2.8 TDI DIESEL AUT.,2017.0,TOYOTA,HILUX CD SR 4X4 2.8 TDI DIESEL AUT.
25386,RENEGADE LIMITED D,2018.0,JEEP,JEEP/RENEGADE LIMITED D
25434,CITROEN/C3 PTECH M ATTR,2020.0,CITROËN,CITROEN/C3 PTECH M ATTR
25443,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL AUT.,2019.0,GM - CHEVROLET,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL AUT
25453,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.,2021.0,CHERY,TIGGO 7 TXS 1.5 16V TURBO FLEX AUT.
25470,HILUX CSLSTM4FD,2020.0,TOYOTA,I/TOYOTA HILUX CSLSTM4FD
25515,RANGER XLSCD2 25C,2018.0,FORD,I/FORD RANGER XLSCD2 25C
25640,ARRIZO 6 PRO 1.5 TURBO (HÍBRIDO),2022.0,CHERY,ARRIZO 6 PRO 1.5 TURBO (HÍBRIDO)
25683,C180 COUPE,2019.0,M.BENZ,I/M.BENZ C180 COUPE
25867,VW/FOX HL MFV,2018.0,VW - VOLKSWAGEN,VW/FOX HL MFV
25874,416 GUERRA MO,2021.0,M.BENZ,I/M.BENZ 416 GUERRA MO
26096,GLB200 ADVANCE,2022.0,M.BENZ,I/M.BENZ GLB200 ADVANCE
26214,CITROEN/C4CACTUS FEEL,2019.0,CITROËN,CITROEN/C4CACTUS FEEL
26240,TERRITORY SEL 1.5 GTDI ECOBOOST AUT.,2021.0,FORD,TERRITORY SEL 1.5 GTDI ECOBOOST AUT.
26291,VW/VOYAGE 1.0L MC4,2019.0,VW - VOLKSWAGEN,VW/VOYAGE 1.0L MC4
26363,TIGUAN ALLSPAC COMF 250 TSI 1.4 FLEX,2019.0,VW - VOLKSWAGEN,TIGUAN ALLSPAC COMF 250 TSI 1.4 FLEX
26406,415CDISPRINTERF,2018.0,M.BENZ,I/M.BENZ 415CDISPRINTERF
26437,C200,2017.0,M.BENZ,M.BENZ/C200
26474,CITROEN/AIRCROSS A FEEL,2017.0,CITROËN,CITROEN/AIRCROSS A FEEL
26494,RAV4 2.5 S 4X4 HYBRID AUT.,2019.0,TOYOTA,RAV4 2.5 S 4X4 HYBRID AUT.
26510,XC40 T5H RDESIGN,2021.0,VOLVO,I/VOLVO XC40 T5H RDESIGN
26592,FRONTIER S MTX4,2020.0,NISSAN,I/NISSAN FRONTIER S MTX4
26647,VERSA 16 SV,2017.0,NISSAN,NISSAN/VERSA 16 SV
26846,BRONCO SPORT WILDTRAK 2.0 TB 16V AWD AUT.,2021.0,FORD,BRONCO SPORT WILDTRAK 2.0 TB 16V AWD AUT
26873,KWID OUTSID 2,2023.0,RENAULT,RENAULT/KWID OUTSID 2
26901,YARIS XS CONNECT 1.5 FLEX 16V 5P AUT.,2022.0,TOYOTA,YARIS XS CONNECT 1.5 FLEX 16V 5P AUT.
26993,FUSION SEL GTDI,2017.0,FORD,I/FORD FUSION SEL GTDI
27000,F 800 GS ADVENTURE,2017.0,BMW,BMW F 800 GS ADVENTURE
27009,ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,2022.0,GM - CHEVROLET,CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.
27102,GOL 1.0 PLUS 16V 2P,2021.0,VW - VOLKSWAGEN,GOL 1.0 PLUS 16V 2P
27135,ETIOS SD X VSC AT,2020.0,TOYOTA,TOYOTA/ETIOS SD X VSC AT
27185,COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,2018.0,GM - CHEVROLET,COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P
27199,FRONTIER XGEAR,2022.0,NISSAN,I/NISSAN FRONTIER XGEAR
27237,A4 AV 2.0TFSI,2018.0,AUDI,I/AUDI A4 AV 2.0TFSI
27427,COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,2020.0,GM - CHEVROLET,COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P
27457,T-CROSS SENSE 1.0 TSI FLEX 5P AUT.,2022.0,VW - VOLKSWAGEN,T-CROSS SENSE 1.0 TSI FLEX 5P AUT.
27482,POLO 1.0 MI 79CV 16V 5P,2022.0,VW - VOLKSWAGEN,POLO 1.0 MI 79CV 16V 5P
27483,KA SE PLUS 1.0 HAB,2018.0,FORD,FORD/KA SE PLUS 1.0 HAB
27551,CITROEN/C4CACTUS FEEL PK,2022.0,CITROËN,CITROEN/C4CACTUS FEEL PK
27603,DUSTER OROCH DYNA. 1.6 FLEX 16V MEC.,2021.0,RENAULT,DUSTER OROCH DYNA. 1.6 FLEX 16V MEC.
27722,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD,2022.0,GM - CHEVROLET,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD
27751,CARGO 816 S,2019.0,FORD,FORD/CARGO 816 S
27762,YARIS XL SEDAN 1.5 FLEX 16V 4P AUT.,2020.0,TOYOTA,YARIS XL SEDAN 1.5 FLEX 16V 4P AUT.
27839,COROLLA ALTIS/A.PREMIU. 2.0 FLEX 16V AUT.,2023.0,TOYOTA,COROLLA ALTIS/A.PREMIU. 2.0 FLEX 16V AUT
27941,CITROEN/C3 EXCLUSIVE A,2019.0,CITROËN,CITROEN/C3 EXCLUSIVE A
28133,JETTA AF,2018.0,VW - VOLKSWAGEN,I/VW JETTA AF
28407,RENEGADE LNGTD AT,2021.0,JEEP,JEEP/RENEGADE LNGTD AT 
28573,JETTA R-LINE 250 TSI 1.4 FLEX 16V AUT.,2020.0,VW - VOLKSWAGEN,JETTA R-LINE 250 TSI 1.4 FLEX 16V AUT.
28656,XC60 T8 R-DESIGN,2020.0,VOLVO,I/VOLVO XC60 T8 R-DESIGN
28676,XC90 T6 MOMENTUM,2018.0,VOLVO,I/VOLVO XC90 T6 MOMENTUM
28677,S10 PICK-UP LS 2.8 TDI 4X4 CD DIES. MEC.,2022.0,GM - CHEVROLET,S10 PICK-UP LS 2.8 TDI 4X4 CD DIES. MEC.
28756,ARRIZO 6 GSX 1.5 TURBO FLEX AUT.,2022.0,CHERY,CHERY ARRIZO 6 GSX 1.5 TURBO FLEX AUT.
28813,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P,2022.0,BMW,320IA 2.0 TB M SPORT A.FLEX/M.SPORT 4P
28821,UNO WAY 1.3,2017.0,FIAT,FIAT/UNO WAY 1.3
28999,YARIS S 1.5 FLEX 16V 5P AUT.,2022.0,TOYOTA,YARIS S 1.5 FLEX 16V 5P AUT.
29024,FOCUS TI AT 2.0SC,2017.0,FORD,I/FORD FOCUS TI AT 2.0SC
29052,SANDERO SIN16CVT,2020.0,RENAULT,RENAULT/SANDERO SIN16CVT
29237,DUSTER OROCH EXPRESSION 1.6 FLEX 16V MEC.,2017.0,RENAULT,DUSTER OROCH EXPRESSION 1.6 FLEX 16V MEC
29307,XC90 T6 INSCRIPT,2018.0,VOLVO,I/VOLVO XC90 T6 INSCRIPT
29341,COROLLA CROSS XRX 1.8 16V AUT.,2022.0,TOYOTA,COROLLA CROSS XRX 1.8 16V AUT.
29384,KA ADVANCED 1.5 SDB,2018.0,FORD,FORD/KA ADVANCED 1.5 SDB
29500,OROCH 16 4X2,2020.0,RENAULT,RENAULT/OROCH 16 4X2
29849,MOBI EASY 1.0 FIRE FLEX 5P.,2021.0,FIAT,MOBI EASY 1.0 FIRE FLEX 5P.
29860,TIGGO 7 PRO 1.6 TURBO 16V AUT.,2023.0,CHERY,TIGGO 7 PRO 1.6 TURBO 16V AUT.
30149,C4 CACTUS FEEL 1.6 16V FLEX AUT.,2019.0,CITROËN,C4 CACTUS FEEL 1.6 16V FLEX AUT.
30163,515CDISPRINTERF,2018.0,M.BENZ,I/M.BENZ 515CDISPRINTERF
30180,KA SE PLUS 1.5 HA C,2021.0,FORD,FORD/KA SE PLUS 1.5 HA C
30215,XC90 T6 MOMENTUM,2019.0,VOLVO,I/VOLVO XC90 T6 MOMENTUM
30260,SENTRA 20SV CVT,2017.0,NISSAN,I/NISSAN SENTRA 20SV CVT
30276,CLA250 4M,2018.0,M.BENZ,I/M.BENZ CLA250 4M
30303,KA SE 1.0 HA B,2017.0,FORD,FORD/KA SE 1.0 HA B
30317,SPIN LT 1.8 8V ECONO.FLEX 5P MEC.,2019.0,GM - CHEVROLET,SPIN LT 1.8 8V ECONO.FLEX 5P MEC.
30376,AMAROK HIG. EXTREME CD 2.0 4X4 DIES. AUT.,2022.0,VW - VOLKSWAGEN,AMAROK HIG. EXTREME CD 2.0 4X4 DIES. AUT
30528,KICKS SV CVT,2017.0,NISSAN,I/NISSAN KICKS SV CVT
30543,KA TIT AT 1.5 HA C,2020.0,FORD,FORD/KA TIT AT 1.5 HA C
30631,DUCATO CHASSI L,2018.0,FIAT,I/FIAT DUCATO CHASSI L
30922,XC40 T5 MOMENTUM,2020.0,VOLVO,I/VOLVO XC40 T5 MOMENTUM
31013,DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.,2020.0,RENAULT,DUSTER DYNAMIQUE 1.6 FLEX 16V AUT.
31015,HILUX CSLSTM4FD,2018.0,TOYOTA,I/TOYOTA HILUX CSLSTM4FD
31165,VW/11.180 DRC 4X2,2022.0,VW - VOLKSWAGEN,VW/11.180 DRC 4X2
31218,ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.,2022.0,GM - CHEVROLET,ONIX HATCH LTZ 1.0 12V TB FLEX 5P MEC.
31392,GLA200FF STY,2017.0,M.BENZ,M.BENZ/GLA200FF STY
31455,ATEGO 2430,2018.0,M.BENZ,M.BENZ/ATEGO 2430
31485,HILUX CHLSTM4FD,2020.0,TOYOTA,I/TOYOTA HILUX CHLSTM4FD
31556,CITY HATCHBACK TOURING 1.5 FLEX 16V AUT.,2022.0,HONDA,CITY HATCHBACK TOURING 1.5 FLEX 16V AUT
31661,VW/VOYAGE 1.0L MC5,2021.0,VW - VOLKSWAGEN,VW/VOYAGE 1.0L MC5
31701,SANDERO ST16RSCE,2017.0,RENAULT,RENAULT/SANDERO ST16RSCE
31836,CLA200FF,2019.0,M.BENZ,I/M.BENZ CLA200FF
31879,CARGO 1719 S,2017.0,FORD,FORD/CARGO 1719 S
32178,SLC300,2018.0,M.BENZ,I/M.BENZ SLC300
32195,X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.,2021.0,BMW,BMW X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.
32252,V40 2.0 T4 MOMEN,2019.0,VOLVO,I/VOLVO V40 2.0 T4 MOMEN
32255,UP! TAKE 1.0 TOTAL FLEX 12V 5P,2019.0,VW - VOLKSWAGEN,UP! TAKE 1.0 TOTAL FLEX 12V 5P
32311,SANDERO SIC16CVT,2022.0,RENAULT,RENAULT/SANDERO SIC16CVT
32668,RENEGADE 1.8 4X2 FLEX 16V MEC.,2017.0,JEEP,RENEGADE 1.8 4X2 FLEX 16V MEC.
32675,X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.,2019.0,BMW,BMW X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.
32967,LOGAN AUTHENTIQUE FLEX 1.0 12V 4P,2017.0,RENAULT,LOGAN AUTHENTIQUE FLEX 1.0 12V 4P
33033,HR-V TOURING 1.5 TB 16V 5P AUT.,2017.0,HONDA,HR-V TOURING 1.5 TB 16V 5P AUT.
33036,SANDERO STEPWAY EXP. FLEX 1.6 16V 5P,2018.0,RENAULT,SANDERO STEPWAY EXP. FLEX 1.6 16V 5P
33056,CAPTUR LIFE 1.6 16V FLEX 5P AUT.,2018.0,RENAULT,CAPTUR LIFE 1.6 16V FLEX 5P AUT.
33079,RANGER LTDCD2 25C,2018.0,FORD,I/FORD RANGER LTDCD2 25C
33203,TERRITORY TITANIUM 1.5 GTDI ECOBO. AUT.,2022.0,FORD,TERRITORY TITANIUM 1.5 GTDI ECOBO. AUT.
33360,A4 AV 2.0TFSI,2019.0,AUDI,I/AUDI A4 AV 2.0TFSI
33493,TIGGO 7 PRO 1.6 TURBO 16V AUT.,2022.0,CHERY,TIGGO 7 PRO 1.6 TURBO 16V AUT.
33558,XC60 T8 R-DESIGN,2019.0,VOLVO,I/VOLVO XC60 T8 R-DESIGN
33563,X3 XDRIVE 20I 2.0/X-LINE BI-TB FLEX AUT.,2017.0,BMW,BMW X3 XDRIVE 20I 2.0/X-LINE BI-TB FLEX AUT.
33660,SAVEIRO PEPPER 1.6 FLEX 8V CD,2018.0,VW - VOLKSWAGEN,SAVEIRO PEPPER 1.6 FLEX 8V CD
33739,MARCH 16SV,2019.0,NISSAN,NISSAN/MARCH 16SV
33802,2008 GRF THP AT,2022.0,PEUGEOT,PEUGEOT/2008 GRF THP AT
33851,LOGAN EXPRESSION EASY R FLEX 1.6 16V 4P,2017.0,RENAULT,LOGAN EXPRESSION EASY R FLEX 1.6 16V 4P
34042,S10 100Y DD4A,2018.0,GM - CHEVROLET,CHEVROLET/S10 100Y DD4A
34056,CAPTUR INTENSE BOSE 2.0 16V FLEX 5P AUT.,2020.0,RENAULT,CAPTUR INTENSE BOSE 2.0 16V FLEX 5P AUT.
34088,SIENA EL 1.6 SPI,2017.0,FIAT,SIENA EL 1.6 SPI
34129,ZOE INTENSE (ELÉTRICO),2019.0,RENAULT,ZOE INTENSE (ELÉTRICO)
34286,HB20S VISION 1.6 FLEX 16V AUT.,2022.0,HYUNDAI,HB20S VISION 1.6 FLEX 16V AUT.
34465,VERSA 16SEDITCVT,2020.0,NISSAN,NISSAN/VERSA 16SEDITCVT
34577,2008 GRIFFE 1.6 FLEX 16V 5P AUT.,2018.0,PEUGEOT,2008 GRIFFE 1.6 FLEX 16V 5P AUT.
34590,TT RD 230CV,2018.0,AUDI,I/AUDI TT RD 230CV
34636,RENEGADE LGT T AT,2017.0,JEEP,JEEP/RENEGADE LGT T AT
34923,HILUX CD 4X4 2.8 DIESEL MEC.,2021.0,TOYOTA,HILUX CD 4X4 2.8 DIESEL MEC.
34950,KANGOO EXPRES.SPORTWAY 1.6/1.6 HI-FLEX,2018.0,RENAULT,KANGOO EXPRES.SPORTWAY 1.6/1.6 HI-FLEX
35066,ETIOS XLS SEDAN 1.5 FLEX 16V 4P AUT.,2019.0,TOYOTA,ETIOS XLS SEDAN 1.5 FLEX 16V 4P AUT.
35096,KA 100 ANOS AT 1.5,2020.0,FORD,FORD/KA 100 ANOS AT 1.5
35184,ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.,2022.0,GM - CHEVROLET,ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.
35379,FOCUS SE AT 2.0HC,2018.0,FORD,I/FORD FOCUS SE AT 2.0HC
35397,SANDERO GT LINE/RLIN FLEX 1.0 12V 5P,2019.0,RENAULT,SANDERO GT LINE/RLIN FLEX 1.0 12V 5P
35411,Q7 3.0TDI,2017.0,AUDI,I/AUDI Q7 3.0TDI
35421,GLB200 PROG,2020.0,M.BENZ,I/M.BENZ GLB200 PROG
35452,RENEGADE S T2704X4,2022.0,JEEP,JEEP/RENEGADE S T2704X4
35470,EDGE ST GTDI,2020.0,FORD,I/FORD EDGE ST GTDI
35526,A250,2020.0,M.BENZ,I/M.BENZ A250
35563,CITROEN/C3 PTECH M ATTR,2019.0,CITROËN,CITROEN/C3 PTECH M ATTR
35627,CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.,2021.0,GM - CHEVROLET,CRUZE LTZ 1.4 16V TURBO FLEX 4P AUT.
35644,MASTER MBUS L3H2,2019.0,RENAULT,RENAULT/MASTER MBUS L3H2
35663,CITROEN/AIRCROSS FELL AT,2018.0,CITROËN,CITROEN/AIRCROSS FELL AT
35779,MASTER TRANS ESC,2020.0,RENAULT,RENAULT/MASTER TRANS ESC
35968,COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.,2017.0,GM - CHEVROLET,COBALT LTZ 1.8 8V ECONO.FLEX 4P MEC.
36030,ECOSPORT TIT AT2.0B,2017.0,FORD,FORD/ECOSPORT TIT AT2.0B
36104,CITROEN/AIRCROSS A LIVE,2017.0,CITROËN,CITROEN/AIRCROSS A LIVE
36138,DUSTER ZEN 1.6 16V FLEX AUT.,2021.0,RENAULT,DUSTER ZEN 1.6 16V FLEX AUT.
36251,UP! TRACK 1.0 TOTAL FLEX 12V 5P,2017.0,VW - VOLKSWAGEN,UP! TRACK 1.0 TOTAL FLEX 12V 5P
36279,COROLLA CROSS XRV 1.8 16V AUT.(HÍBRIDO),2023.0,TOYOTA,COROLLA CROSS XRV 1.8 16V AUT.(HÍBRIDO)
36311,XC40 T5 R-DESIGN,2018.0,VOLVO,I/VOLVO XC40 T5 R-DESIGN
36374,XC40 T5H INSCRIP,2021.0,VOLVO,I/VOLVO XC40 T5H INSCRIP
36380,COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,2019.0,GM - CHEVROLET,COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P
36398,DUSTER INTENSE 1.6 16V FLEX AUT.,2021.0,RENAULT,DUSTER INTENSE 1.6 16V FLEX AUT.
36401,HB20X EVOLUTION 1.6 FLEX 16V AUT.,2022.0,HYUNDAI,HB20X EVOLUTION 1.6 FLEX 16V AUT.
36428,VW/FOX CL SBV,2018.0,VW - VOLKSWAGEN,VW/FOX CL SBV
36431,DUCATO ENGESIIC,2020.0,FIAT,I/FIAT DUCATO ENGESIGMIC
36472,AUDA3 LM 220CV,2020.0,AUDI,AUDI/A3 LM 220CV
36535,HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL,2017.0,TOYOTA,HILUX CD SRV 4X4 3.0 8V 116CV TB DIESEL
36563,C300 AMG LINE,2022.0,M.BENZ,I/M.BENZ C300 AMG LINE
36581,TRACKER 1.0 TURBO 12V FLEX MEC.,2021.0,GM - CHEVROLET,TRACKER 1.0 TURBO 12V FLEX MEC.
36765,CRETA1TA LIMITED,2022.0,HYUNDAI,CRETA1TA LIMITED
36963,X1 SDRIVE 20I M SPORT 2.0 TB FLEX AUT.,2022.0,BMW,BMW X1 SDRIVE 20I M SPORT 2.0 TB FLEX AUT.
37114,C4 CACTUS FEEL 1.6 16V FLEX AUT.,2022.0,CITROËN,C4 CACTUS FEEL 1.6 16V FLEX AUT.
37186,RENEGADE LIMITED AT,2017.0,JEEP,JEEP/RENEGADE LIMITED AT
37195,FIORINO FURGÃO EVO 1.4 FLEX 8V 2P,2019.0,FIAT,FIORINO FURGÃO EVO 1.4 FLEX 8V 2P
37199,GLC2504MATIC,2018.0,M.BENZ,I/M.BENZ GLC2504MATIC
37227,RANGER XL CD4 22C,2019.0,FORD,I/FORD RANGER XL CD4 22C
37486,MOBI LIKE 1.0 FIRE FLEX 5P.,2023.0,FIAT,MOBI LIKE 1.0 FIRE FLEX 5P.
37683,SENTRA 20S CVT,2018.0,NISSAN,I/NISSAN SENTRA 20S CVT
37766,YARIS XL LIVE SEDAN 1.5 FLEX 16V 4P AUT.,2022.0,TOYOTA,YARIS XL LIVE SEDAN 1.5 FLEX 16V 4P AUT.
37779,HILUX CDGRSA4JD,2020.0,TOYOTA,I/TOYOTA HILUX CDGRSA4JD
37850,A5 SPB 2.0TFSI,2021.0,AUDI,I/AUDI A5 SPB 2.0TFSI
37955,DUSTER OROCH DYNA. 2.0 FLEX 16V MEC.,2020.0,RENAULT,DUSTER OROCH DYNA. 2.0 FLEX 16V MEC.
37977,RAV4 2.0 4X2 16V AUT.,2019.0,TOYOTA,RAV4 2.0 4X2 16V AUT.
38067,HB20X EVOLUTION 1.6 FLEX 16V AUT.,2021.0,HYUNDAI,HB20X EVOLUTION 1.6 FLEX 16V AUT.
38135,OROCH DYN 16 SCE,2018.0,RENAULT,RENAULT/OROCH DYN 16 SCE
38521,HILUX CDSR A2GF,2020.0,TOYOTA,I/TOYOTA HILUX CDSR A2GF
38579,S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD,2019.0,GM - CHEVROLET,S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD
38679,XC60 2.0 T5 INS,2017.0,VOLVO,I/VOLVO XC60 2.0 T5 INS
38686,2008 GRIFFE THPM,2017.0,PEUGEOT,PEUGEOT/2008 GRIFFE THPM
38810,320IA MODERN/SPORT TB 2.0/A.FLEX/GP 4P,2022.0,BMW,320IA MODERN/SPORT TB 2.0/A.FLEX/GP 4P
38841,HB20 EVOLUTION 1.0 TB FLEX 12V AUT.,2020.0,HYUNDAI,HB20 EVOLUTION 1.0 TB FLEX 12V AUT.
38886,MASTER MBUS L3H2,2022.0,RENAULT,RENAULT/MASTER MBUS L3H2
38930,ATEGO 1719 CL,2021.0,M.BENZ,M.BENZ/ATEGO 1719 CL
38988,MAVERICK LARIAT FX4 2.0 ECOBOOST AUT.,2022.0,FORD,FORD MAVERICK LARIAT FX4 2.0 ECOBOOST AUT.
39021,XC40 T4 INSCRIPT,2020.0,VOLVO,I/VOLVO XC40 T4 INSCRIPT
39043,VW/T CROSS HL TSI,2022.0,VW - VOLKSWAGEN,VW/T CROSS HL TSI
39099,KICKS ACTIVE S 1.6 16V FLEX AUT.,2021.0,NISSAN,KICKS ACTIVE S 1.6 16V FLEX AUT.
39126,SANDERO RS RACING SPIRIT FLEX 2.0 16V 5P,2020.0,RENAULT,SANDERO RS RACING SPIRIT FLEX 2.0 16V 5P
39151,XC60 2.0 T5 MOM,2021.0,VOLVO,I/VOLVO XC60 2.0 T5 MOM
39324,CLA250,2020.0,M.BENZ,I/M.BENZ CLA250
39631,FIESTA SD.16SEL,2017.0,FORD,I/FORD FIESTA SD.16SEL
39645,G 310 R,2022.0,BMW,BMW G 310 R
39649,DUSTER DYNAMIQUE 4X4 2.0 HI-FLEX 16V MEC.,2018.0,RENAULT,DUSTER DYNAMIQUE 4X4 2.0 HI-FLEX 16V MEC
