,modelo,ano_modelo,marca,modelo_raw
39746,MOBI DRIVE 1.0 FLEX 6V 5P,2017.0,FIAT,MOBI DRIVE 1.0 FLEX 6V 5P
39918,SIENA ESSENC 1.6 DL,2018.0,FIAT,FIAT/SIENA ESSENC 1.6 DL
39979,ARGO DRIVE 1.3 8V FLEX,2022.0,FIAT,ARGO DRIVE 1.3 8V FLEX
39983,LOGAN LIFE FLEX 1.0 12V 4P MEC.,2022.0,RENAULT,LOGAN LIFE FLEX 1.0 12V 4P MEC.
40063,TIGGO 7 T 1.5 16V TURBO FLEX AUT.,2021.0,CHERY,TIGGO 7 T 1.5 16V TURBO FLEX AUT.
40070,FOCUS TI AT 2.0SC,2019.0,FORD,I/FORD FOCUS TI AT 2.0SC
40147,VW/EXPRESS DRC 4X2,2022.0,VW - VOLKSWAGEN,VW/EXPRESS DRC 4X2
40242,CRONOS 1.3 8V FLEX,2022.0,FIAT,CRONOS 1.3 8V FLEX
40265,XC90 T8 INSCRIPT,2018.0,VOLVO,I/VOLVO XC90 T8 INSCRIPT
40338,S10 PICK-UP LT 2.5 FLEX 4X4 CD AUT.,2022.0,GM - CHEVROLET,S10 PICK-UP LT 2.5 FLEX 4X4 CD AUT.
40375,A6 LM 3.0TFSI,2020.0,AUDI,I/AUDI A6 LM 3.0TFSI
40548,TIGGO 3X PRO 1.0 TURBO FLEX AUT.,2023.0,CHERY,TIGGO 3X PRO 1.0 TURBO FLEX AUT.
40650,TUCSON GLS 1.6 TURBO 16V AUT.,2020.0,HYUNDAI,TUCSON GLS 1.6 TURBO 16V AUT.
40672,CITROEN/C4CACTUS 100ANOS,2020.0,CITROËN,CITROEN/C4CACTUS 100ANOS
40801,EDGE ST GTDI,2019.0,FORD,I/FORD EDGE ST GTDI
40802,DUCATO CARGO 8,2021.0,FIAT,I/FIAT DUCATO CARGO 8
40909,S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD,2018.0,GM - CHEVROLET,S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD
41066,DUSTER INTENSE 1.6 16V FLEX AUT.,2023.0,RENAULT,DUSTER INTENSE 1.6 16V FLEX AUT.
41098,MOBI DRIVE 1.0 FLEX 6V 5P,2020.0,FIAT,MOBI DRIVE 1.0 FLEX 6V 5P
41101,MOBI TREKKING 1.0 FLEX 5P.,2023.0,FIAT,MOBI TREKKING 1.0 FLEX 5P.
41154,HILUX CD SR 4X4 2.8 TDI DIESEL AUT.,2021.0,TOYOTA,HILUX CD SR 4X4 2.8 TDI DIESEL AUT.
41164,ONIX HATCH LT 1.0 12V FLEX 5P MEC.,2023.0,GM - CHEVROLET,ONIX HATCH LT 1.0 12V FLEX 5P MEC.
41178,CRONOS 1.8 16V FLEX AUT.,2021.0,FIAT,CRONOS 1.8 16V FLEX AUT.
41188,VW/FOX PEPPER MFV,2018.0,VW - VOLKSWAGEN,VW/FOX PEPPER MFV
41397,FIT PERSONAL 1.5 FLEXONE 16V 5P AUT.,2020.0,HONDA,FIT PERSONAL 1.5 FLEXONE 16V 5P AUT.
41417,CLA250 4M,2017.0,M.BENZ,I/M.BENZ CLA250 4M
41469,SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.,2017.0,GM - CHEVROLET,SPIN LTZ 1.8 8V ECONO.FLEX 5P MEC.
41558,KICKS SENSE CVT,2022.0,NISSAN,NISSAN/KICKS SENSE CVT
41596,CAMRY XLE 3.5 24V AUT.,2018.0,TOYOTA,CAMRY XLE 3.5 24V AUT.
41622,COMPASS LIMITED F H,2020.0,JEEP,JEEP/COMPASS LIMITED F H
41722,ETIOS X PLUS 1.5 FLEX 16V 5P MEC.,2021.0,TOYOTA,ETIOS X PLUS 1.5 FLEX 16V 5P MEC.
41750,ATEGO 1419 CL,2019.0,M.BENZ,M.BENZ/ATEGO 1419 CL
41854,208 INCONCERT AT,2019.0,PEUGEOT,PEUGEOT/208 INCONCERT AT
41887,CARGO 1729 B,2018.0,FORD,FORD/CARGO 1729 B
41893,FIT DX 1.5 FLEXONE 16V 5P MEC.,2021.0,HONDA,FIT DX 1.5 FLEXONE 16V 5P MEC.
41914,KWID INTENS 2,2023.0,RENAULT,RENAULT/KWID INTENS 2
41979,HB20S VISION 1.6 FLEX 16V MEC.,2021.0,HYUNDAI,HB20S VISION 1.6 FLEX 16V MEC.
42230,MARCH 16SL CVT,2019.0,NISSAN,NISSAN/MARCH 16SL CVT
42231,XC60 T8 INSCRIPT,2020.0,VOLVO,I/VOLVO XC60 T8 INSCRIPT
42276,A3 SPB 122CV,2019.0,AUDI,I/AUDI A3 SPB 122CV
42299,UNO SPORTING 1.4,2017.0,FIAT,FIAT/UNO SPORTING 1.4
42707,RANGER XLSCD4A22C,2023.0,FORD,I/FORD RANGER XLSCD4A22C
42851,EDGE 3.5,2018.0,FORD,I/FORD EDGE 3.5
43386,AUDA3 LM 220CV,2019.0,AUDI,AUDI/A3 LM 220CV
43414,S90 T8 INSCRIPT,2019.0,VOLVO,I/VOLVO S90 T8 INSCRIPT
43589,CAPTUR LIFE 1.6 16V FLEX 5P AUT.,2022.0,RENAULT,CAPTUR LIFE 1.6 16V FLEX 5P AUT.
43728,VW/FOX TL MBV,2017.0,VW - VOLKSWAGEN,VW/FOX TL MBV
43787,STRADA WORKING PLUS 1.4 8V FLEX CS,2017.0,FIAT,STRADA WORKING PLUS 1.4 8V FLEX CS
43944,POLO COMFORTLINE TSI 1.0 FLEX 12V AUT.,2018.0,VW - VOLKSWAGEN,POLO COMFORTLINE TSI 1.0 FLEX 12V AUT.
43999,415 M MARTICAR,2019.0,M.BENZ,I/M.BENZ 415 M MARTICAR
44206,VERSA ADVNC CVT,2022.0,NISSAN,I/NISSAN VERSA ADVNC CVT
44328,VERSA 16SLDRCTCVT,2020.0,NISSAN,NISSAN/VERSA 16SLDRCTCVT
44435,CAPTUR ZEN 1.3 TB 16V FLEX 5P AUT.,2022.0,RENAULT,CAPTUR ZEN 1.3 TB 16V FLEX 5P AUT.
44460,VW/POLO CL TSI,2022.0,VW - VOLKSWAGEN,VW/POLO CL TSI
44493,CHEV/TRACKER T A PR,2022.0,GM - CHEVROLET,CHEV/TRACKER T A PR
44507,OROCH OUTSIDE13C,2023.0,RENAULT,RENAULT/OROCH OUTSIDE13C
44572,YARIS SA XL15,2023.0,TOYOTA,TOYOTA/YARIS SA XL15
44718,RENEGADE LIMITED 1.8 4X2 FLEX 16V AUT.,2018.0,JEEP,RENEGADE LIMITED 1.8 4X2 FLEX 16V AUT.
44745,TAOS CL TSI AE,2022.0,VW - VOLKSWAGEN,VW TAOS CL TSI AE
44793,VW/FOX PEPPER SFP,2017.0,VW - VOLKSWAGEN,VW/FOX PEPPER SFP
45031,WEEKEND ATTRACTIVE,2018.0,FIAT,FIAT/WEEKEND ATTRACTIVE
45181,YARIS XS CONNECT SEDAN 1.5 FLEX 16V AUT.,2022.0,TOYOTA,YARIS XS CONNECT SEDAN 1.5 FLEX 16V AUT.
45235,SANDERO 16GTLSCE,2018.0,RENAULT,RENAULT/SANDERO 16GTLSCE
45286,416 INOVA.CM,2021.0,M.BENZ,I/M.BENZ 416 INOVA.CM
45311,YARIS SA XS15,2023.0,TOYOTA,TOYOTA/YARIS SA XS15
45345,ETIOS READY! 1.5 FLEX 16V 5P AUT.,2018.0,TOYOTA,ETIOS READY! 1.5 FLEX 16V 5P AUT.
45377,KICKS SENSE MT,2022.0,NISSAN,NISSAN/KICKS SENSE MT
45400,FIESTA SD.16SELAT,2017.0,FORD,I/FORD FIESTA SD.16SELAT
45553,ACCELO 815 CE,2020.0,M.BENZ,M.BENZ/ACCELO 815 CE
45628,TIGGO 8 TXS 1.6 16V TGDI AUT.,2023.0,CHERY,TIGGO 8 TXS 1.6 16V TGDI AUT.
45727,SPIN PREMIER 1.8 8V ECONO.FLEX 5P MEC.,2021.0,GM - CHEVROLET,SPIN PREMIER 1.8 8V ECONO.FLEX 5P MEC.
46072,TIGUAN ALLSPAC 250 TSI 1.4 FLEX,2018.0,VW - VOLKSWAGEN,TIGUAN ALLSPAC 250 TSI 1.4 FLEX
46083,HB20X STYLE 1.6 FLEX 16V MEC.,2018.0,HYUNDAI,HB20X STYLE 1.6 FLEX 16V MEC.
46156,WEEKEND ADV DL E,2017.0,FIAT,FIAT/WEEKEND ADV DL E
46243,DUSTER OROCH EXPRESSION 1.6 FLEX 16V MEC.,2019.0,RENAULT,DUSTER OROCH EXPRESSION 1.6 FLEX 16V MEC
46249,VW/NOVO VOYAGE CL SBV,2018.0,VW - VOLKSWAGEN,VW/NOVO VOYAGE CL SBV
46308,SANDERO SIC16CVT,2021.0,RENAULT,RENAULT/SANDERO SIC16CVT
46478,VW/NOVO CROSSFOX SA,2018.0,VW - VOLKSWAGEN,VW/NOVO CROSSFOX SA
46631,2008 ALLURE ESSENCIAL 1.6 FLEX 16V AUT.,2019.0,PEUGEOT,2008 ALLURE ESSENCIAL 1.6 FLEX 16V AUT.
46956,ECOSPORT SE AT 2.0,2019.0,FORD,FORD/ECOSPORT SE AT 2.0
47046,TIGGO 3X PLUS 1.0 TURBO FLEX AUT.,2022.0,CHERY,TIGGO 3X PLUS 1.0 TURBO FLEX AUT.
47212,FUSION TIT HYBRID,2019.0,FORD,I/FORD FUSION TIT HYBRID
47230,516SPRINTER A4,2021.0,M.BENZ,I/M.BENZ 516SPRINTER A4
47281,YARIS XS CONNECT SEDAN 1.5 FLEX 16V AUT.,2020.0,TOYOTA,YARIS XS CONNECT SEDAN 1.5 FLEX 16V AUT.
47359,VW/FOX TL MCV,2017.0,VW - VOLKSWAGEN,VW/FOX TL MCV
47539,HILUX SWDMDA4JD,2020.0,TOYOTA,I/TOYOTA HILUX SWDMDA4JD
47575,R 1200 GS,2017.0,BMW,BMW R 1200 GS
47582,VW/NOVO CROSSFOX MA,2017.0,VW - VOLKSWAGEN,VW/NOVO CROSSFOX MA
47674,VW/GOLF GTI AC,2019.0,VW - VOLKSWAGEN,VW/GOLF GTI AC
47684,C4 CACTUS SHINE PACK 1.6 TURBO FLEX AUT.,2021.0,CITROËN,C4 CACTUS SHINE PACK 1.6 TURBO FLEX AUT.
47835,DUSTER ICONIC 1.6 16V FLEX AUT.,2023.0,RENAULT,DUSTER ICONIC 1.6 16V FLEX AUT.
48093,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL AUT.,2020.0,GM - CHEVROLET,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL AUT
48205,XC40 T4,2020.0,VOLVO,I/VOLVO XC40 T4
48348,ONIX SD. P. PR. MIDNIGHT 1.0 TB FLEX AUT.,2022.0,GM - CHEVROLET,ONIX SD. P. PR. MIDNIGHT 1.0 TB FLEX AUT
48510,S10 PICK-UP LS 2.8 TDI 4X4 CS DIESEL,2017.0,GM - CHEVROLET,S10 PICK-UP LS 2.8 TDI 4X4 CS DIESEL
48819,COROLLA CROSS XRV 1.8 16V AUT.(HÍBRIDO),2022.0,TOYOTA,COROLLA CROSS XRV 1.8 16V AUT.(HÍBRIDO)
48920,R 1200 GS ADVENTURE,2019.0,BMW,BMW R 1200 GS ADVENTURE
48938,CITROEN/C4CACTUS LIVE AT,2021.0,CITROËN,CITROEN/C4CACTUS LIVE AT
48961,ACCELO 815 CE,2021.0,M.BENZ,M.BENZ/ACCELO 815 CE
48984,ACCELO 1016,2020.0,M.BENZ,M.BENZ/ACCELO 1016
49053,MASTER TCA AMB,2018.0,RENAULT,RENAULT/MASTER TCA AMB
49088,YARIS XL LIVE SEDAN 1.5 FLEX 16V 4P AUT.,2021.0,TOYOTA,YARIS XL LIVE SEDAN 1.5 FLEX 16V 4P AUT.
49094,208 ACTIVE 1.2 FLEX 12V 5P MEC.,2019.0,PEUGEOT,208 ACTIVE 1.2 FLEX 12V 5P MEC.
49161,TRACKER PREMIER 1.2 TURBO 12V FLEX AUT.,2023.0,GM - CHEVROLET,TRACKER PREMIER 1.2 TURBO 12V FLEX AUT.
49173,ONIX HATCH LT 1.4 8V FLEXPOWER 5P AUT.,2017.0,GM - CHEVROLET,ONIX HATCH LT 1.4 8V FLEXPOWER 5P AUT.
49335,YARIS SA XLS15,2023.0,TOYOTA,TOYOTA/YARIS SA XLS15
49461,YARIS XL LIVE 1.3 FLEX 16V 5P AUT.,2022.0,TOYOTA,YARIS XL LIVE 1.3 FLEX 16V 5P AUT.
49466,KWID LIFE 1.0 FLEX 12V 5P MEC.,2021.0,RENAULT,KWID LIFE 1.0 FLEX 12V 5P MEC.
49553,STRADA ADVENTURE 1.8/ 1.8 LOCKER FLEX CE,2017.0,FIAT,STRADA ADVENTURE 1.8/ 1.8 LOCKER FLEX CE
49662,HILUX CDSR A2GF,2019.0,TOYOTA,I/TOYOTA HILUX CDSR A2GF
49757,CITROEN/AIRCROSS A SHINE,2017.0,CITROËN,CITROEN/AIRCROSS A SHINE
49944,PASSAT HL TSI AA,2019.0,VW - VOLKSWAGEN,I/VW PASSAT HL TSI AA
50037,S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD,2020.0,GM - CHEVROLET,S10 PICK-UP ADVANTAGE 2.5 FLEX 4X2 CD
50076,208 ALLURE MT,2019.0,PEUGEOT,PEUGEOT/208 ALLURE MT
50214,FIT PERSONAL 1.5 FLEXONE 16V 5P AUT.,2018.0,HONDA,FIT PERSONAL 1.5 FLEXONE 16V 5P AUT.
50290,SANDERO 16GTLSCE,2017.0,RENAULT,RENAULT/SANDERO 16GTLSCE
50296,FIESTA 16TIT,2017.0,FORD,FORD/FIESTA 16TIT
50403,ETIOS SD X VSC AT,2021.0,TOYOTA,TOYOTA/ETIOS SD X VSC AT
50474,SENTRA 20S CVT,2019.0,NISSAN,I/NISSAN SENTRA 20S CVT
50526,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.,2023.0,GM - CHEVROLET,S10 PICK-UP LTZ 2.5 FLEX 4X4 CD AUT.
50686,XC60 T8 MOMENTUM,2020.0,VOLVO,I/VOLVO XC60 T8 MOMENTUM
50788,SPACEFOX TL SBV,2018.0,VW - VOLKSWAGEN,I/VW SPACEFOX TL SBV
50925,GLC2504MATIC,2019.0,M.BENZ,I/M.BENZ GLC2504MATIC
51197,CLA45AMG4MATIC,2018.0,M.BENZ,I/M.BENZ CLA45AMG4MATIC
51266,S10 HC DD4A,2023.0,GM - CHEVROLET,CHEVROLET/S10 HC DD4A
51287,COMPASS SPORT TF,2022.0,JEEP,COMPASS SPORT TF
51317,516CDISPRINTERF,2021.0,M.BENZ,I/M.BENZ 516CDISPRINTERF
51446,HB20 PLATINUM 1.0 TB FLEX 12V MEC.,2022.0,HYUNDAI,HB20 PLATINUM 1.0 TB FLEX 12V MEC.
51561,KWID INT BTON,2023.0,RENAULT,RENAULT/KWID INT BTON
51617,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL,2020.0,GM - CHEVROLET,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL
51677,A3 SD 1.4TFSI,2022.0,AUDI,I/AUDI A3 SD 1.4TFSI
51687,TRACKER LTZ 1.0 TURBO 12V FLEX AUT.,2023.0,GM - CHEVROLET,TRACKER LTZ 1.0 TURBO 12V FLEX AUT.
51753,KA SE 1.5 SD C,2021.0,FORD,FORD/KA SE 1.5 SD C
51816,G 310 R,2018.0,BMW,BMW G 310 R
51831,416CDISPRINTERF,2021.0,M.BENZ,I/M.BENZ 416CDISPRINTERF
51986,HILUX CSLSTM4FD,2019.0,TOYOTA,I/TOYOTA HILUX CSLSTM4FD
52087,CIVIC SEDAN SPORT 2.0 FLEX 16V MEC.4P,2017.0,HONDA,CIVIC SEDAN SPORT 2.0 FLEX 16V MEC.4P
52130,FIORINO FURGÃO EVO 1.4 FLEX 8V 2P,2017.0,FIAT,FIORINO FURGÃO EVO 1.4 FLEX 8V 2P
52148,IX35 GLS 2.0 16V 2WD FLEX AUT.,2018.0,HYUNDAI,IX35 GLS 2.0 16V 2WD FLEX AUT.
52189,CITY SEDAN LX 1.5 FLEX 16V 4P AUT.,2020.0,HONDA,CITY SEDAN LX 1.5 FLEX 16V 4P AUT.
52197,FIT PERSONAL 1.5 FLEXONE 16V 5P AUT.,2021.0,HONDA,FIT PERSONAL 1.5 FLEXONE 16V 5P AUT.
52299,C4 CACTUS SHINE PACK 1.6 TURBO FLEX AUT.,2022.0,CITROËN,C4 CACTUS SHINE PACK 1.6 TURBO FLEX AUT.
52421,SANDERO INTENSE FLEX 1.6 16V 5P AUT.,2021.0,RENAULT,SANDERO INTENSE FLEX 1.6 16V 5P AUT.
52486,CITROEN/C3 ATTRACTION A,2020.0,CITROËN,CITROEN/C3 ATTRACTION A
52521,X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.,2020.0,BMW,BMW X1 XDRIVE 25I SPORT 2.0/2.0 FLEX AUT.
52522,E300,2019.0,M.BENZ,I/M.BENZ E300
52699,VW/FOX HL SFV,2017.0,VW - VOLKSWAGEN,VW/FOX HL SFV
52921,CRONOS DRIVE GSR 1.3 8V FLEX,2018.0,FIAT,CRONOS DRIVE GSR 1.3 8V FLEX
52936,2008 STYLE EAT6,2019.0,PEUGEOT,PEUGEOT/2008 STYLE EAT6
53012,330I M SPORT 2.0 TB 16V 4P,2021.0,BMW,330I M SPORT 2.0 TB 16V 4P
53145,ATEGO 1719,2018.0,M.BENZ,M.BENZ/ATEGO 1719
53234,416 FFORMA P,2022.0,M.BENZ,I/M.BENZ 416 FFORMA P
53294,C4 LOUNGE ORIG.BUSINESS 1.6 TB FLEX AUT.,2017.0,CITROËN,C4 LOUNGE ORIG.BUSINESS 1.6 TB FLEX AUT.
53451,S 1000 XR,2018.0,BMW,BMW S 1000 XR
53544,A4 2.0TFSI,2021.0,AUDI,I/AUDI A4 2.0TFSI
53634,AMAROK CS2.0 16V/S2.0 16V TDI 4X4 DIESEL,2017.0,VW - VOLKSWAGEN,AMAROK CS2.0 16V/S2.0 16V TDI 4X4 DIESEL
54114,DUSTER ZEN 1.6 16V FLEX MEC.,2022.0,RENAULT,DUSTER ZEN 1.6 16V FLEX MEC.
54271,XC40 T5 R-DESIGN,2019.0,VOLVO,I/VOLVO XC40 T5 R-DESIGN
54357,COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P,2020.0,GM - CHEVROLET,COBALT LTZ 1.4 8V FLEXPOWER/ECONOFLEX 4P
54459,CLA45AMG4MATIC,2019.0,M.BENZ,I/M.BENZ CLA45AMG4MATIC
54554,YARIS HA XL15,2023.0,TOYOTA,TOYOTA/YARIS HA XL15
54717,CRUZE HB SPORT LT 1.8 16V FLEXP. 5P MEC.,2022.0,GM - CHEVROLET,CRUZE HB SPORT LT 1.8 16V FLEXP. 5P MEC
54803,COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.,2022.0,JEEP,COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.
54834,PALIO SPORT.INTERLAGOS 1.6 FLEX 16V,2017.0,FIAT,PALIO SPORT.INTERLAGOS 1.6 FLEX 16V
55093,FRONTIER LE X4,2020.0,NISSAN,I/NISSAN FRONTIER LE X4
55186,RENEGADE LNGTD AT D,2017.0,JEEP,JEEP/RENEGADE LNGTD AT D
55325,TORO FREEDOM 2.4 16V FLEX AUT.,2017.0,FIAT,TORO FREEDOM 2.4 16V FLEX AUT.
55345,DUCATO MAXICARGO,2018.0,FIAT,I/FIAT DUCATO MAXICARGO
55763,MASTER FUR L2H2,2018.0,RENAULT,RENAULT/MASTER FUR L2H2
56916,ARRIZO 5 RXS 1.5 TURBO FLEX AUT.,2021.0,CHERY,ARRIZO 5 RXS 1.5 TURBO FLEX AUT.
57102,VOYAGE CL 1.8,2018.0,VW - VOLKSWAGEN,VOYAGE CL 1.8
57273,A5 SPB 2.0TFSI S,2021.0,AUDI,I/AUDI A5 SPB 2.0TFSI S
57326,XC40 T4 INSCRIPT,2021.0,VOLVO,I/VOLVO XC40 T4 INSCRIPT
57348,TORO FREEDOM MT D,2017.0,FIAT,FIAT/TORO FREEDOM MT D
57543,RANGER XLTCD2 25C,2018.0,FORD,I/FORD RANGER XLTCD2 25C
57675,XC40 T5 MOMENTUM,2018.0,VOLVO,I/VOLVO XC40 T5 MOMENTUM
58027,MONTANA SPORT 1.4 ECONOFLEX 8V 2P,2019.0,GM - CHEVROLET,MONTANA SPORT 1.4 ECONOFLEX 8V 2P
58147,CITY HATCHBACK EXL 1.5 FLEX 16V AUT.,2022.0,HONDA,CITY HATCHBACK EXL 1.5 FLEX 16V AUT.
58409,ECOSPORT STM4AT 2.0,2020.0,FORD,FORD/ECOSPORT STM4AT 2.0
58467,AXOR 3344S6X4,2017.0,M.BENZ,M.BENZ/AXOR 3344S6X4
58571,ONIX HATCH LT 1.0 12V TB FLEX 5P MEC.,2023.0,GM - CHEVROLET,ONIX HATCH LT 1.0 12V TB FLEX 5P MEC.
58974,RANGER XLSCD2 25C,2017.0,FORD,I/FORD RANGER XLSCD2 25C
59087,V40 2.0 T4 KINET,2018.0,VOLVO,I/VOLVO V40 2.0 T4 KINET
59119,KICKS S MT SPC ED,2020.0,NISSAN,NISSAN/KICKS S MT SPC ED
59310,YARIS X-WAY CONNECT 1.5 FLEX 16V 5P AUT.,2022.0,TOYOTA,YARIS X-WAY CONNECT 1.5 FLEX 16V 5P AUT.
59719,HR 2.5 TCI DIESEL (RS/RD),2018.0,HYUNDAI,HR 2.5 TCI DIESEL (RS/RD)
60268,RANGER XLSCD2 25C,2019.0,FORD,I/FORD RANGER XLSCD2 25C
60386,VERSA 16 S,2017.0,NISSAN,NISSAN/VERSA 16 S
60668,VIRTUS SENSE 1.6 FLEX 16V 5P AUT.,2020.0,VW - VOLKSWAGEN,VIRTUS SENSE 1.6 FLEX 16V 5P AUT.
60796,SAVEIRO PEPPER 1.6 FLEX 8V CD,2019.0,VW - VOLKSWAGEN,SAVEIRO PEPPER 1.6 FLEX 8V CD
60797,TORO BLACKJACK 2.4 16V FLEX AUT.,2019.0,FIAT,TORO BLACKJACK 2.4 16V FLEX AUT
61008,VW/EXPRESS DRC 4X2,2020.0,VW - VOLKSWAGEN,VW/EXPRESS DRC 4X2
61011,UNO SPORTING 1.3 FLEX 8V 5P,2018.0,FIAT,UNO SPORTING 1.3 FLEX 8V 5P
61372,TRACKER 1.0 TURBO 12V FLEX AUT.,2021.0,GM - CHEVROLET,TRACKER 1.0 TURBO 12V FLEX AUT.
61439,TRACKER LT 1.0 TURBO 12V FLEX AUT.,2023.0,GM - CHEVROLET,TRACKER LT 1.0 TURBO 12V FLEX AUT.
61546,MPOLO SENIOR ON,2018.0,M.BENZ,M.BENZ/MPOLO SENIOR ON
62253,DUCATO MAXICARGO,2020.0,FIAT,I/FIAT DUCATO MAXICARGO
62323,TIGUAN 1.4TSI,2017.0,VW - VOLKSWAGEN,I/VW TIGUAN 1.4TSI
62346,MASTER CH CABINE,2020.0,RENAULT,RENAULT/MASTER CH CABINE
62463,515CDISPRINTERM,2018.0,M.BENZ,I/M.BENZ 515CDISPRINTERM
62824,FIESTA 10SEL GTDI A,2017.0,FORD,FORD/FIESTA 10SEL GTDI A
62969,LOGAN DYNAMIQUE EASYR FLEX 1.6 16V 4P,2017.0,RENAULT,LOGAN DYNAMIQUE EASYR FLEX 1.6 16V 4P
63300,UNO WAY 1.3,2019.0,FIAT,FIAT/UNO WAY 1.3
63354,MARCH 10SV,2017.0,NISSAN,NISSAN/MARCH 10SV
63850,A6 LM 2.0TFSI,2021.0,AUDI,I/AUDI A6 LM 2.0TFSI
64114,TIGGO 5X PRO 1.5 TURBO (HÍBRIDO),2023.0,CHERY,TIGGO 5X PRO 1.5 TURBO (HÍBRIDO)
64513,G 310 R,2020.0,BMW,BMW G 310 R
64520,V40 2.0 T4 MOMEN,2018.0,VOLVO,I/VOLVO V40 2.0 T4 MOMEN
64759,FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.,2018.0,RENAULT,FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.
64805,SANDERO SEDITION,2022.0,RENAULT,RENAULT/SANDERO SEDITION
64825,C3 ORIGINE PURE TECH 1.2 FLEX 12V MEC.,2017.0,CITROËN,C3 ORIGINE PURE TECH 1.2 FLEX 12V MEC
64985,UNO WAY DUAL./GSR 1.3 FLEX 8V 5P,2017.0,FIAT,UNO WAY DUAL./GSR 1.3 FLEX 8V 5P
65205,DUSTER OROCH DYNA. 1.6 FLEX 16V MEC.,2022.0,RENAULT,DUSTER OROCH DYNA. 1.6 FLEX 16V MEC.
65308,A5 SPB 2.0TFSI S,2018.0,AUDI,I/AUDI A5 SPB 2.0TFSI S
65451,UNO DRIVE 1.0 FLEX 6V 5P,2021.0,FIAT,UNO DRIVE 1.0 FLEX 6V 5P
65495,AXOR 3344S6X4,2018.0,M.BENZ,M.BENZ/AXOR 3344S6X4
65747,328IA 2.0 TB/2.0 TB FLEX 16V 4P,2018.0,BMW,328IA 2.0 TB/2.0 TB FLEX 16V 4P
65795,LOGAN EXPRES. AVANTAGE FLEX 1.0 12V 4P,2017.0,RENAULT,LOGAN EXPRES. AVANTAGE FLEX 1.0 12V 4P
66010,ACCELO 1016 CE,2022.0,M.BENZ,M.BENZ/ACCELO 1016 CE
66391,VW/17.280 CRM 4X2 4P,2018.0,VW - VOLKSWAGEN,VW/17.280 CRM 4X2 4P
66512,415 INOVA M,2019.0,M.BENZ,I/M.BENZ 415 INOVA M
67111,POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.,2022.0,VW - VOLKSWAGEN,POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.
67272,SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.,2017.0,GM - CHEVROLET,SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.
67469,2008 GRIFFE THPM,2018.0,PEUGEOT,PEUGEOT/2008 GRIFFE THPM
67616,MARCH 16SV CVT,2017.0,NISSAN,NISSAN/MARCH 16SV CVT
67657,416 TAKO 20P,2022.0,M.BENZ,I/M.BENZ 416 TAKO 20P
67710,VW/15.190 CRM 4X2,2019.0,VW - VOLKSWAGEN,VW/15.190 CRM 4X2
67727,VW/NOVO VOYAGE HL MBV,2017.0,VW - VOLKSWAGEN,VW/NOVO VOYAGE HL MBV
67795,RANGER LTDCD2 25C,2017.0,FORD,I/FORD RANGER LTDCD2 25C
67943,CITROEN/C4CACTUS FEEL PK,2019.0,CITROËN,CITROEN/C4CACTUS FEEL PK
68158,ATEGO 1719,2017.0,M.BENZ,M.BENZ/ATEGO 1719
68212,CR-V TOURING 1.5 16V 4WD 5P AUT.,2021.0,HONDA,CR-V TOURING 1.5 16V 4WD 5P AUT.
68775,208 ACTIVE PK AT,2020.0,PEUGEOT,PEUGEOT/208 ACTIVE PK AT
68899,FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.,2017.0,RENAULT,FLUENCE SED. DYNAMIQUE 2.0 16V FLEX AUT.
69073,UNO SPORTING 1.4,2018.0,FIAT,FIAT/UNO SPORTING 1.4
69492,MASTER FFORMA.ES,2018.0,RENAULT,RENAULT/MASTER FFORMA.ES
69619,CITROEN/AIRCROSS LIVE MT,2020.0,CITROËN,CITROEN/AIRCROSS LIVE MT
69623,GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P,2017.0,VW - VOLKSWAGEN,GOL (NOVO) 1.6 POWER/HIGHI T.FLEX 8V 4P
69818,CITY SEDAN PERSONAL 1.5 FLEX 16V AUT.,2019.0,HONDA,CITY SEDAN PERSONAL 1.5 FLEX 16V AUT.
69932,FOCUS SE 1.6 HC,2019.0,FORD,I/FORD FOCUS SE 1.6 HC
69933,S10 LTZ FD4,2017.0,GM - CHEVROLET,CHEVROLET/S10 LTZ FD4
